"date","TA","Pr","WS","WD","QV"
2018-01-13 22:00:00,264.25,103690,3.1,300,0.000286498710173148
2018-01-13 23:00:00,263.15,103740,3.6,320,0.000267214349148128
2018-01-14 00:00:00,262.55,103770,2.6,320,0.000264464844372032
2018-01-14 01:00:00,262.05,103820,3.1,320,0.000275803435416856
2018-01-14 02:00:00,262.05,103840,3.6,330,0.000264216342357021
2018-01-14 03:00:00,260.95,103840,2.6,340,0.000235577352541714
2018-01-14 04:00:00,260.35,103870,2.1,340,0.000221121093565183
2018-01-14 05:00:00,260.35,103870,2.1,350,0.000221121093565183
2018-01-14 06:00:00,259.25,103860,2.1,330,0.000196837571742634
2018-01-14 07:00:00,259.25,103840,2.1,330,0.000196875483257474
2018-01-14 08:00:00,259.25,103850,0,0,0.000196856525674762
2018-01-14 09:00:00,259.25,103840,0,0,0.000196875483257474
2018-01-14 10:00:00,259.25,103830,0,0,0.000196894444491827
2018-01-14 11:00:00,258.75,103840,1.5,250,0.000213864157419092
2018-01-14 12:00:00,258.15,103840,1.5,240,0.000192245613424425
2018-01-14 13:00:00,258.75,103830,0,0,0.000205023901531282
2018-01-14 14:00:00,259.25,103780,2.6,180,0.000225700720853686
2018-01-14 15:00:00,261.45,103810,4.1,200,0.000284482867962002
2018-01-14 16:00:00,262.55,103760,5.1,210,0.000335598902608956
2018-01-14 17:00:00,264.25,103660,5.1,190,0.000399943460390651
2018-01-14 18:00:00,264.85,103500,3.6,190,0.00038799710982069
2018-01-14 19:00:00,266.45,103360,4.6,190,0.000456422800256766
2018-01-14 20:00:00,266.45,103210,6.7,180,0.000476840767704251
2018-01-14 21:00:00,267.05,103090,5.1,190,0.000555913619303033
2018-01-14 22:00:00,267.05,103060,5.1,170,0.000609376095925776
2018-01-14 23:00:00,266.45,102970,6.7,180,0.000693686449038424
2018-01-15 00:00:00,265.95,102940,5.7,160,0.000859406501301885
2018-01-15 01:00:00,265.35,102880,7.2,160,0.000741926225380482
2018-01-15 02:00:00,265.35,102830,7.2,160,0.000742286973582698
2018-01-15 03:00:00,265.35,102750,7.2,160,0.000772971067889386
2018-01-15 04:00:00,265.35,102680,6.2,160,0.000811083480713868
2018-01-15 05:00:00,265.35,102610,5.7,170,0.000774025685105351
2018-01-15 06:00:00,265.35,102530,7.2,170,0.00077462961658376
2018-01-15 07:00:00,265.95,102400,6.2,160,0.000863938449472473
2018-01-15 08:00:00,265.95,102320,5.7,160,0.000864613917425006
2018-01-15 09:00:00,265.95,102240,5.7,160,0.000865290442429595
2018-01-15 10:00:00,265.95,102170,5.1,160,0.000907736636797373
2018-01-15 11:00:00,265.95,102170,4.1,170,-0.000927559748308651
2018-01-15 12:00:00,265.95,102160,4.1,160,0.00090782548966706
2018-01-15 13:00:00,265.95,102150,4.1,160,0.000907914359932995
2018-01-15 14:00:00,265.95,102150,5.1,160,-0.000927559748308651
2018-01-15 15:00:00,266.45,102150,4.6,160,0.000954559260516477
2018-01-15 16:00:00,267.05,102160,3.1,180,0.00105378645710064
2018-01-15 17:00:00,267.55,102150,2.1,190,0.00116054215266863
2018-01-15 18:00:00,268.15,102120,2.6,250,0.00134122587512176
2018-01-15 19:00:00,267.05,102120,6.2,240,0.00105419921240268
2018-01-15 20:00:00,265.95,102200,6.2,250,0.000825516004052223
2018-01-15 21:00:00,264.85,102300,4.6,260,0.000676163734633173
2018-01-15 22:00:00,264.25,102410,5.7,250,0.000581685465786068
2018-01-15 23:00:00,263.75,102490,5.1,260,0.000552307623227163
2018-01-16 00:00:00,262.55,102590,6.2,250,0.000446044132946443
2018-01-16 01:00:00,262.05,102640,5.7,260,0.000423324477693045
2018-01-16 02:00:00,262.05,102660,4.6,250,0.000423242007233695
2018-01-16 03:00:00,261.45,102700,5.1,240,0.000397466237931385
2018-01-16 04:00:00,262.05,102740,4.6,240,0.000422912446477689
2018-01-16 05:00:00,261.45,102770,4.6,280,0.000381285112724636
2018-01-16 06:00:00,260.95,102810,5.7,270,0.000344322894874474
2018-01-16 07:00:00,260.95,102800,5.1,270,0.000344356389086611
2018-01-16 08:00:00,260.35,102850,4.1,270,0.000307537409265242
2018-01-16 09:00:00,260.95,102890,4.6,280,0.000327421346607387
2018-01-16 10:00:00,260.95,102930,3.6,250,0.000327294107095914
2018-01-16 11:00:00,261.45,102950,5.1,280,0.000380618470688068
2018-01-16 12:00:00,262.55,103010,6.2,290,0.0004857266359925
2018-01-16 13:00:00,263.15,103060,5.7,300,0.000516470561538278
2018-01-16 14:00:00,264.25,103100,5.7,300,0.000631235636402497
2018-01-16 15:00:00,264.85,103180,6.2,310,0.000703290194327359
2018-01-16 16:00:00,265.95,103210,6.7,320,0.000817437747373209
2018-01-16 17:00:00,267.05,103260,6.7,320,0.000956307267397282
2018-01-16 18:00:00,267.55,103200,5.7,310,0.00105416259996714
2018-01-16 19:00:00,268.75,103180,5.7,320,0.00103753127447882
2018-01-16 20:00:00,268.75,103180,5.7,340,0.00103753127447882
2018-01-16 21:00:00,269.25,103220,6.2,320,0.00108914353090214
2018-01-16 22:00:00,268.75,103280,6.2,310,0.000988047849631865
2018-01-16 23:00:00,267.55,103360,6.2,320,0.000842663105824486
2018-01-17 00:00:00,266.45,103400,5.7,310,0.000719347066071132
2018-01-17 01:00:00,265.35,103430,5.1,310,0.000643906939106469
2018-01-17 02:00:00,264.85,103470,6.2,310,0.000611918481153155
2018-01-17 03:00:00,264.25,103500,3.6,310,0.000552720062989641
2018-01-17 04:00:00,263.75,103500,4.1,290,0.000525215062139295
2018-01-17 05:00:00,263.15,103480,4.1,290,0.000493962807677451
2018-01-17 06:00:00,262.05,103460,3.6,300,0.000419969334308913
2018-01-17 07:00:00,262.05,103430,3.6,290,0.000420091145905084
2018-01-17 08:00:00,260.95,103450,3.1,280,0.000342192734119313
2018-01-17 09:00:00,260.35,103500,4.6,290,0.000305606026839755
